"Johnson, Mike","10/31/2020, 19:39:03","What a joy it was yesterday to hang out with the heroes and old friends at Caddo Fire District No. 1. 

When I was kid, I grew up in and around the fire and police academy, and my greatest aspiration in life was to one day become the Chief of the Shreveport Fire Department. (1/4) https://t.co/uwVdkp39nm",https://twitter.com/RepMikeJohnson/status/1322624143712522244
"Massie, Thomas","10/23/2020, 00:46:18",Just found out this was a screen shot of @Chesschick01 ‘s tweet. I found it on Facebook.  That’s my story and I’m sticking to it. https://t.co/L0NMzHVMbM,https://twitter.com/RepThomasMassie/status/1319439974744338443
"Cammack, Kat","10/07/2020, 15:06:00","Mayor Brett Peterson of Crescent City is supporting Kat because he knows she is ready to tackle the big issues in Washington for the people of FL-03. He is excited to create solutions alongside her for the rural broadband needs of South Putnam County.

#fl03 https://t.co/ljTwfTJudu",https://twitter.com/Kat_Cammack/status/1313858116870701056
"Hill, French","10/09/2020, 22:32:30","Recently, I took to the House Floor to offer my congratulations to @UALR's Men’s Basketball coach, Mr. Darrell Walker, who was named the 2019-2020 Sun Belt #CoachoftheYear for his passion for excellence in leadership and hard work. 

Good luck in 2020-21! Go Trojans. https://t.co/VxTVI4xB8j",https://twitter.com/RepFrenchHill/status/1314695258903642115
Chris Bish,"10/24/2020, 23:39:47",Government sanctioned discrimination is intolerable. Doris is on wrong side of every issue that favors regular working people. https://t.co/CPamxJFKbB,https://twitter.com/BishForCongress/status/1320148012165808128
Kendall Qualls,"10/03/2020, 16:28:39",".@JuliaEColeman is a great candidate  to represent Carver County in the Minnesota State Senate! Julia serves on the Chanhassen City Council and will serve our community, and our families, well in St. Paul!  

https://t.co/PxVzTGGzdu",https://twitter.com/KendallQuallsMN/status/1312429367226773506
"Schweikert, David","10/04/2020, 14:59:58","📌Make sure you are subscribed for important #AZ06 updates regarding different policies and issues. Our office sends a weekly newsletter, and we want you to join the conversation. 

📬Subscribe here: https://t.co/B5SLNMLNp9 https://t.co/WbMPBzn4ti",https://twitter.com/RepDavid/status/1312769437968273409
Elizabeth Joy,"10/18/2020, 23:33:57","President Trump is going to win even bigger than he did in 2016🇺🇸-And for the first time, since 2010, we are going to flip the Capital Region’s Congressional seat #NY20 to Republican Red! We are winning🇺🇸 We are on the ground everyday and hearing from Democrats🙌We can’t wait! 🇺🇸",https://twitter.com/LizLemeryJoy/status/1317972214118047744
Mark Reed,"10/13/2020, 05:14:36","BS tweets the solution for Armenia is U.S. utilizing the #GlobalMagnitsky Act. But omits one fact: IT STARTS WITH CONGRESS.

Had enough of Schiff &amp; Sherman politicizing #ArmenianGenocide &amp; current violence occurring?

Elect MarkReedForCongress CD CA30 
1:3 https://t.co/hmkmIIj8PX",https://twitter.com/MarkReed1776/status/1315883613620039683
"Stivers, Steve","10/31/2020, 00:39:02","Now more than ever, everyone must be able to access efficient, high-speed internet to connect with family, friends, work, and to school.",https://twitter.com/RepSteveStivers/status/1322337247346253825
George Santos,"11/02/2020, 08:58:52","In 2012 I stood in the middle of Times Square on election night rooting for @MittRomney along side the folks screaming “4 more years” for @BarackObama. No one looted or rioted. This year stores are boarded up in fear of that! Democrats MUST leash #ANTIFA &amp; #BLM. 

#Elections2020",https://twitter.com/Santos4Congress/status/1323187812884205577
Manga Anantatmula,"10/13/2020, 10:45:37",Amen! That’ll be the first bill I want to pass as a congresswoman!!! https://t.co/lXhAc308gh,https://twitter.com/Manga4Congress/status/1315966917124001793
"Tiffany, Thomas","10/07/2020, 13:05:45","The Democrats who want to defund our police are willing to put your family at risk. Our police deserve our thanks, our respect and better funding. 

The Far Left must be stopped. https://t.co/BaSOiCjJ5t",https://twitter.com/TomTiffanyWI/status/1313827857446076416
Wesley Hunt,"10/26/2020, 21:30:06","It was great to join the folks over at Oil Field 360 this afternoon to discuss the future of the oil &amp; gas industry here in #TX07. 

Thank you for the great conversation. Stay tuned for the full episode coming soon! https://t.co/VwnaMUOb2L",https://twitter.com/WesleyHuntTX/status/1320840148683231233
"Jackson, Ronny","10/03/2020, 01:29:04",https://t.co/odpYksB7E2,https://twitter.com/RonnyJacksonTX/status/1312202977449517068
"Duncan, Jeff","10/31/2020, 21:26:28",Huge accomplishment. Congratulations to Travis Etienne! #GoTigers #ALLIN https://t.co/LxSUxADLCl,https://twitter.com/RepJeffDuncan/status/1322651175720767490
"Burgess, Michael","10/27/2020, 19:11:45",🚨Tarrant county small businesses 🚨– there are still millions of dollars in funds that can be used for assistance if your business is struggling as a result of COVID-19. Learn how to apply on the county website or from the @startelegram https://t.co/N6BHaXBtVW,https://twitter.com/michaelcburgess/status/1321167720944226305
Gary Adler,"10/13/2020, 20:59:54",Need a Gary Adler sign for your property?  Message us with your address for delivery!  #GoGary https://t.co/vkGchmmHvC,https://twitter.com/ElectAdler/status/1316121506603323392
Kimberly Klacik,"10/22/2020, 20:39:50","TONIGHT 🇺🇸
https://t.co/sDJbWLtWbr https://t.co/H1FFWb6nA5",https://twitter.com/kimKBaltimore/status/1319377948890304520
Douglas Tuman,"10/15/2020, 19:40:54",@DeusExMacarena @itsYourGrace @Chronamut I’m sure emails are fake and anonymous news stories about Trump are real 🙄,https://twitter.com/ElectTuman/status/1316826402268819457
Jesse Jensen,"10/03/2020, 17:42:00","Had a great day with ⁦@RichardGrenell⁩  out here in #WA08! The Ambassador said it best, ⁦@DrKimSchrier⁩’s refusal to debate is shameful. We need to flip this seat back RED and we will!! https://t.co/wl9jGVxkEV",https://twitter.com/JesseJensenWA/status/1312447826815717378
Chris Bish,"10/12/2020, 14:13:44",Don't give up on us yet. I  am one hell of a fighter @BishForCongress https://t.co/pnQUri8acj,https://twitter.com/BishForCongress/status/1315656903578451968
Aja Smith,"10/07/2020, 01:58:46","The big three, Google, Twitter and Facebook are doing everything in their power to interfere in this election. I am fighting back by filing a criminal complaint against them with the Department of Justice and Attorney General Bill Barr. 
👇
https://t.co/7N9U9wK5N7",https://twitter.com/AjaforCongress/status/1313660003077644290
Greg Musselwhite,"10/21/2020, 16:04:39","@browardpolitics After going door to door for a while in Riviera Beach, and speaking to many people, they are very supportive of President Trump.  This is not a scientific poll, just my experience.",https://twitter.com/GregMusselwhit3/status/1318946310033182721
"Granger, Kay","10/21/2020, 20:40:19","#ICYMI: the @USSFortWorth was awarded a Battle ‘E’ for excellence in wartime capabilities &amp; readiness. I was proud to save our city's ship from being decommissioned this year, and now I am so glad to see the USS #FortWorth's potential &amp; promising future be recognized by @USNavy. https://t.co/IDxILUTpWO",https://twitter.com/RepKayGranger/status/1319015681933926400
Tiffany Shedd,"10/06/2020, 16:14:00",Our first and hopefully not last debate is this Thursday. I look forward to discussing important issues to rural Arizonans and provide a stark contrast to Tom O’Halleran who votes 97% of the time with Nancy Pelosi.,https://twitter.com/Tiffany_Shedd/status/1313512842713206785
Scott Taylor,"10/05/2020, 23:25:19",This is also the difference between @ElaineLuriaVA and myself. #vote https://t.co/erFNxEAXNC,https://twitter.com/Scotttaylorva/status/1313259001648427008
"Williams, Roger","10/28/2020, 19:13:10","Great visiting with employees at La Moderna’s impressive 150,000 square foot state-of-the-art facility in Cleburne to discuss the adaptations they’ve had to make during COVID-19, the latest on vaccine development, and how our Texas economy is poised for recovery. https://t.co/auKmOWYdHC",https://twitter.com/RepRWilliams/status/1321530465988284418
